"binomial","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5"
"Acrocephalus dumetorum",-1.50025081133928,-0.732268901376013,1.54760953681964,-0.0935902084976568,-0.0360611404431282
"Acrocephalus familiaris",-0.894529616893843,-0.471464045679599,-1.12146679317203,0.83519569050113,-0.213522922208167
"Acrocephalus gracilirostris",-0.572323820897139,-1.54891023380312,0.624337340110812,-0.240884857343927,-0.123231161350499
"Acrocephalus griseldis",-0.901145928882341,-0.988964800704764,2.47935743802324,-0.440168249753842,0.0323789122333052
"Acrocephalus hiwae",-0.736136439954583,-0.279238045658547,-0.13058327473655,0.0370789156577965,-0.0684535385243875
"Acrocephalus kerearako",-0.860448594258431,-0.977809471121236,0.32993579216034,0.351438906146748,0.039835851557024
"Acrocephalus longirostris",-0.736136439954583,-0.279238045658547,-0.13058327473655,0.0370789156577965,-0.0684535385243875
"Acrocephalus melanopogon",-1.67635314007099,-0.0867790122281268,-0.129015370680501,0.687981868601555,-0.176039996986373
"Acrocephalus mendanae",-0.291304777163112,-0.561916085552443,-0.134254467487219,0.225558451788849,-0.233303426334913
"Acrocephalus newtoni",-1.05427182395846,-0.826813511930795,-0.0296930951683771,0.477554570123929,-0.0363091791227269
"Acrocephalus orientalis",-0.736136439954583,-0.279238045658547,-0.13058327473655,0.0370789156577965,-0.0684535385243875
"Acrocephalus paludicola",-1.92313382758354,0.0445386811685252,0.187337667293527,1.09891242721918,-0.226106279968545
"Acrocephalus palustris",-1.34118646254468,-0.784260741726396,2.28481384443109,-0.527850202293841,-0.0813264455944623
"Acrocephalus percernis",-0.736136439954583,-0.279238045658547,-0.13058327473655,0.0370789156577965,-0.0684535385243875
"Acrocephalus rehsei",-0.518102356531484,-1.29023542367858,0.0343441565583135,0.149332574070307,0.130895131882485
"Acrocephalus rimitarae",-0.641784563047835,-1.07994882877784,-0.20749522942467,0.28453631509345,0.162567982834259
"Acrocephalus rodericanus",-1.00347163545212,-1.12700196432404,-0.344491597345597,0.149409589481615,-0.0138649821323525
"Acrocephalus rufescens",-0.730645420687287,-0.835814196283323,-0.649989810450635,0.565745512537124,-0.0398144520262926
"Acrocephalus schoenobaenus",-1.53416625395034,-0.00962175257365861,1.93962848361758,-0.00899479951539121,-0.391782661950522
"Acrocephalus scirpaceus",-1.01186756096492,-0.474236017873661,1.18651444513054,-0.203961762919184,-0.417206927954433
"Acrocephalus sechellensis",-0.0965122584788044,-1.09719595147705,-1.16932462841908,1.27006229977285,-1.08022503242627
"Acrocephalus sorghophilus",-1.07513441345107,-0.305326785169365,-1.17166473518302,0.579536043345525,-0.157118377437503
"Acrocephalus stentoreus",-1.14715695357412,-0.6454720653796,1.60834844393808,0.0597720567147324,0.0993330759960213
"Acrocephalus syrinx",-0.588040019620612,-1.09160003337994,-0.287812692303134,0.342246566248178,0.0914262296396723
"Acrocephalus taiti",-0.28139412719453,-0.515585782513714,-1.12981675545398,0.929619541058401,-0.609357550089245
"Acrocephalus tangorum",-1.68622369650577,-0.316843853258512,0.946649550783631,0.720216112814939,-0.246711670833877
"Acrocephalus vaughani",-0.712706228759351,-0.952014553143062,-0.0902443517888938,0.542839550244303,-0.0526703288729405
"Acropternis orthonyx",0.130309763182176,-0.432361961811328,-1.30283357762921,0.781312245268327,0.135982005500839
"Acryllium vulturinum",-0.00902439649570662,3.2399135890275,2.52744288884222,1.26933644254741,-0.176072875695308
"Actenoides bougainvillei",0.576226774657179,-0.565388749723386,-0.493420616729719,0.973216314617077,0.0537759797371003
"Actenoides capucinus",0.131170426479054,0.273304422799724,-0.922159156133197,0.885072077471262,-0.0928691834825173
"Actenoides concretus",0.115870958367202,-0.591737333500821,-0.292034755203745,1.16991672226339,-0.40101780855
"Actenoides excelsus",0.223830070999572,0.0551124979715274,-0.398852313065802,0.555960246681485,-0.0410678731866335
"Actenoides hombroni",0.200503849438046,-0.749074993013925,-0.52309937156988,0.987721656337818,0.138750585710727
"Actenoides lindsayi",-0.218047716853495,-0.330280072257265,-0.799060987901471,1.50932887378559,-0.0554564982611773
"Actenoides monachus",0.0813104072164705,-0.72590478517323,-1.14882785741404,1.2752635005251,0.123733606209906
"Actenoides princeps",-0.106608747908823,-0.7679801072867,-0.526624412222514,0.960830403848525,0.339511662979242
"Actenoides regalis",0.223830070999572,0.0551124979715274,-0.398852313065802,0.555960246681485,-0.0410678731866335
"Actinodura egertoni",-0.545034550583659,-0.0322414973609843,0.101333926271177,0.203847082005401,-0.1273576674996
"Actinodura radcliffei",-0.807739346671899,-0.00609211670331978,-0.0561669476612289,0.0132064600299885,-0.0513541434966464
"Actinodura ramsayi",-0.361900024195741,-0.525122782289089,0.00483049035959455,0.447721705156968,-0.167474009495086
"Actinodura sodangorum",-0.356415123965987,-0.512031727723385,0.268446606317912,-0.0129172247560393,0.00587347067311398
"Actitis hypoleucos",0.146059610143242,-1.33315784759186,3.20313646475002,-0.657511247530385,-0.319964411343074
"Actitis macularius",-0.450134287870188,-1.26565278861962,2.27686350098222,0.0506338931990892,-0.0590980103493084
"Actophilornis africanus",0.49739955271784,-1.18261952480687,2.79298267497259,0.102914791654667,0.0929674096951521
"Actophilornis albinucha",0.399340739604926,-0.304333177835979,1.471964643964,0.611142828132953,0.0452848612192074
"Addax nasomaculatus",4.22578640393206,0.721365683548754,-0.409987987718121,0.113602925612958,1.47590447057414
"Adelomyia melanogenys",-1.22017727958035,0.284633726226055,-1.5881833133735,-0.717680767597032,-0.366109310816847
"Aechmophorus clarkii",1.25150832174444,0.813139811159112,-0.678394410003087,1.24480873946578,0.231633248666768
"Aechmophorus occidentalis",1.38213309886818,0.758730107309271,-0.67086712565502,1.31236456991079,0.121443218806642
"Aegialomys galapagoensis",-0.618903905217405,1.45071563445012,0.160962353653864,-0.773979349434598,0.342210880485819
"Aegialomys xanthaeolus",-0.491258775561361,1.248520864628,0.88837403303554,-1.04287681409403,0.455544666047879
"Aegithalos annamensis",-0.846552508052526,0.252359801885243,0.11229690028745,-0.171547718732295,-0.129692097140872
"Aegithalos bonvaloti",-0.846552508052526,0.252359801885243,0.11229690028745,-0.171547718732295,-0.129692097140872
"Aegithalos caudatus",-2.13081749971144,0.793677924248477,3.47149178080033,0.632769155462692,-1.10403144776099
"Aegithalos concinnus",-1.46968883496694,-0.510738600482361,1.48649189501525,-0.444509317566454,-0.438593596657425
"Aegithalos fuliginosus",-1.69948581853151,0.469002523850024,-0.228859256629009,0.0200078653016925,-0.426408873559539
"Aegithalos glaucogularis",-0.846552508052526,0.252359801885243,0.11229690028745,-0.171547718732295,-0.129692097140872
"Aegithalos iouschistos",-1.56815074159743,0.000835892911167798,0.75260314536532,0.0898166330466116,-0.545552998308882
"Aegithalos iredalei",-0.846552508052526,0.252359801885243,0.11229690028745,-0.171547718732295,-0.129692097140872
"Aegithalos leucogenys",-2.39468912983406,0.206989902225278,0.949974227788507,1.07719232535492,-0.443149622412131
"Aegithalos niveogularis",-1.51418878422114,0.0140826223294835,-0.0732829927032931,0.662435559245052,-0.661575933755117
"Aegithina lafresnayei",-1.49014711383527,-0.368932657769104,-1.01863509142998,0.833086835475008,-0.0417756912400295
"Aegithina nigrolutea",-1.2104532214656,-0.850399287611726,-0.727693858895819,0.339687947310484,0.0732716916601941
"Aegithina tiphia",-1.14562767697147,-1.41078926461261,1.32554424291255,-0.498838559450199,0.221591846014362
"Aegithina viridissima",-0.971926579491785,-1.04356836537432,-0.899916523281915,0.238085706928683,0.112960759096807
"Aegolius acadicus",-0.6168725095208,0.731984805598875,1.56140559055402,0.47651424349816,-0.0425252354721634
"Aegolius funereus",-0.114248716638996,0.503547473711539,0.851605553415832,1.21629877281912,-0.421651974857325
"Aegolius harrisii",0.325413142927188,-0.999794659269563,1.31449606532036,0.153032591929186,0.121100706837249
"Aegolius ridgwayi",-0.915562647080133,1.39928201740181,-0.0658117037424193,1.30726362603294,-0.246054912020629
"Aegotheles affinis",-0.692858633739912,0.284779321405894,-0.906744676577351,0.737563499275935,0.0610313644112586
"Aegotheles albertisi",-0.593015618307821,-0.959756414822889,-0.167326953794135,0.482201487807879,0.201837447161745
"Aegotheles archboldi",-0.77288343385672,-0.576160650255979,-1.14958346313513,0.951261261479074,0.0974503500149465
"Aegotheles bennettii",-0.393212305558185,-0.656603599498777,-1.17131794940339,1.06987942172733,0.125458429621912
"Aegotheles crinifrons",0.0977563063574435,-0.872383302335,0.0407076388230887,0.969971572533943,0.251295537914623
"Aegotheles cristatus",-0.730362182248412,-0.660893266964674,0.148910196638401,0.783825302630915,0.125996532982682
"Aegotheles insignis",-0.164333795457362,-0.707902006765834,-1.22136160733579,1.09301403389406,0.235574360556505
"Aegotheles savesi",-0.365679320778213,-0.809848213827542,-0.580643278467658,0.808630471883064,0.24193762144042
"Aegotheles tatei",-0.437888373925628,-0.641961683519818,-1.17336178641683,1.04842204109426,0.150388621181059
"Aegotheles wallacii",-0.443339440436958,-0.811368194642301,-0.584184920079494,0.779791437866497,0.198723908460384
"Aegypius monachus",4.00926745539618,-0.82526011919704,-0.178459366005717,0.491875636341062,0.177659624414844
"Aepeomys lugens",-0.961815794552745,1.51477652659298,0.351153208660415,-0.604405119566446,0.0756731155150661
"Aepeomys reigi",-1.01961025488835,1.60001246779666,0.448370227777014,-0.515517675835096,0.026057024311707
"Aepyceros melampus",4.09515599343674,0.613171526127799,-0.460731229866731,0.0287650906845972,1.2310126237802
"Aepypodius arfakianus",-1.73054167134956,5.42242235343201,3.02129605132044,3.57620972138447,-0.659110964587954
"Aepypodius bruijnii",1.36629153474738,0.559745442409493,-0.868453242102485,-0.460196483934271,-0.265744553790078
"Aepyprymnus rufescens",2.34327099388846,0.666319698096523,-0.696318536195059,-0.888845638860099,1.1063342307841
"Aeretes melanopterus",1.23417918003258,1.37233103695151,-1.05063354323863,0.0900057783285573,0.0583079988286086
"Aerodramus bartschi",-1.26265997907918,-1.38112830229688,-0.280420827071695,-0.505836233490695,0.29509515467794
"Aerodramus brevirostris",-1.17757342143504,-1.21129166017464,-0.153845431085255,-0.354508068455174,0.464182565078904
"Aerodramus elaphrus",-0.587604909884062,-1.91109902460176,0.17894722219048,-0.72121322608181,0.206672593146828
"Aerodramus francicus",-1.00191848775674,-1.60689824963771,0.416088794685009,-0.619833255574636,0.217624645845873
"Aerodramus fuciphagus",-0.925495556012565,-1.77779979651519,0.919533411161125,-0.883158399573376,0.349796199526674
"Aerodramus hirundinaceus",-0.400847817516234,-1.35233164886612,-1.09156941412685,-0.886654317754136,0.109761027688373
"Aerodramus infuscatus",-0.914644711048443,-0.666221897453529,-0.35150374873077,-0.219779602602502,-0.0865736637351176
"Aerodramus inquietus",-0.693149951914864,-0.642099625589434,-0.930394311077477,-0.123922648732558,-0.22547125173611
"Aerodramus leucophaeus",-0.952126891704743,-0.64521509375168,-0.339493744283813,-0.215206316955912,-0.064877165282605
"Aerodramus maximus",-0.501629735243423,-1.69049998846515,-1.0362219477112,-0.468149006234372,0.507988936840909
"Aerodramus mearnsi",-0.956482942156441,-1.4506437052717,-0.303797254934882,-0.413518804473745,0.337536966589565
"Aerodramus nuditarsus",-1.06731528742658,-0.222424201404972,-1.27240392030466,0.322213407836591,-0.188495555353006
"Aerodramus orientalis",-1.07432037739223,-0.221589670678221,-1.26572888657469,0.327622910238127,-0.185767845023786
"Aerodramus papuensis",-0.769638326807394,-1.16314113877514,-0.431336322965268,0.119833762240737,0.242059664228578
"Aerodramus pelewensis",-0.232540361214183,-1.33308700322692,-1.08153948830899,-0.852292806072445,0.0336227210328659
