Sequence,Order,Suborder,Infraorder,Family,Genus,Scientific_name,Adult survival,Age at first breeding,Maximum longevity,Z,GenFLS,GenFL,GenFS,GenLength,Priority for research,
9358,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Modulatricidae,Arcanator,Arcanator orostruthus,0.686989835,1.213202146,8.781228104,0.142143345,3.090404462,2.288946671,3.407986571,3.090404462,Low,
9359,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Modulatricidae,Modulatrix,Modulatrix stictigula,0.711004766,1.342566303,9.931523804,0.142143345,3.461397697,2.563429452,3.80283098,3.461397697,Low,
9360,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Modulatricidae,Kakamega,Kakamega poliothorax,0.713509816,1.417016613,9.18039718,0.142143345,3.45445978,2.520529495,3.907537601,3.45445978,Low,
9361,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Irenidae,Irena,Irena puella,0.686242642,1.540181565,16.1,0.193790565,3.674294989,4.361737006,3.727357816,4.361737006,Low,
9362,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Irenidae,Irena,Irena tweeddalii,0.590499309,1.144208007,16.1,0.142143345,2.58270909,3.270074308,2.586206328,3.270074308,Low,
9363,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Irenidae,Irena,Irena cyanogastra,0.707578668,1.564215682,14.22174193,0.193790565,3.837423816,4.017124845,3.983938837,4.017124845,Low,
9364,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis media,0.669359486,1.312470427,10.0729651,0.142143345,3.15303482,2.557716444,3.33690318,3.15303482,Low,
9365,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis sonnerati,0.689989001,1.403782534,10.75885999,0.142143345,3.440654474,2.733544536,3.629474536,3.440654474,Low,
9366,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis cyanopogon,0.64585279,1.218746243,9.368039559,0.142143345,2.862949143,2.377114054,3.042430778,2.862949143,Low,
9367,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis palawanensis,0.682379309,1.195581226,8.658946857,0.142143345,3.045702823,2.256448982,3.343990723,3.045702823,Low,
9368,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis flavipennis,0.664631816,1.335783395,10.445936,0.142143345,3.146509231,2.63073096,3.317580857,3.146509231,Low,
9369,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis aurifrons,0.643036594,1.342475002,10.83445771,0.142143345,3.057709004,2.691697175,3.143882606,3.057709004,Low,
9370,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis venusta,0.691103036,1.162749359,9.099063314,0.142143345,3.064310044,2.290843572,3.400074799,3.064310044,Low,
9371,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis jerdoni,0.582115476,1.194326698,10.01329589,0.142143345,2.542454011,2.447884478,2.587332283,2.542454011,Low,
9372,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis hardwickii,0.642997051,1.342311274,10.96834318,0.142143345,3.05729371,2.710587648,3.143408584,3.05729371,Low,
9373,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis lazulina,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
9374,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis kinabaluensis,0.64971253,1.244297028,9.609318846,0.142143345,2.963241009,2.43332921,3.099095117,2.963241009,Low,
9375,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis moluccensis,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
9376,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Chloropseidae,Chloropsis,Chloropsis cochinchinensis,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
9377,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Prionochilus,Prionochilus olivaceus,0.574992705,1.034484404,8.205445332,0.142143345,2.290644565,2.053788777,2.387385194,2.290644565,Low,
9378,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Prionochilus,Prionochilus maculatus,0.571870034,1.058690924,7.904866687,0.142143345,2.301861349,2.031829247,2.394430254,2.301861349,Low,
9379,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Prionochilus,Prionochilus thoracicus,0.61623162,0.918752509,7.224039411,0.142143345,2.280027364,1.81500708,2.524490897,2.280027364,Low,
9380,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Prionochilus,Prionochilus xanthopygius,0.575192798,0.992952407,7.693564048,0.142143345,2.249947915,1.945399759,2.346961462,2.249947915,Low,
9381,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Prionochilus,Prionochilus percussus,0.597062353,1.082248558,7.863630386,0.142143345,2.432705907,2.046176855,2.564022121,2.432705907,Low,
9382,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Prionochilus,Prionochilus plateni,0.571197922,1.014147008,8.005921948,0.142143345,2.254533078,2.007981285,2.346225259,2.254533078,Low,
9383,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum melanozanthum,0.549860369,0.983814737,5.434107733,0.142143345,1.940723493,1.61639427,2.205347637,1.940723493,Low,
9384,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum chrysorrheum,0.557981574,1.043675846,6.189374113,0.142143345,2.119309952,1.77510261,2.306024973,2.119309952,Low,
9385,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum vincens,0.576099893,1.071736923,6.160322869,0.142143345,2.203109708,1.795045551,2.430783273,2.203109708,Low,
9386,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum annae,0.584101922,1.046897394,5.955707301,0.142143345,2.203201103,1.744652054,2.451332646,2.203201103,Low,
9387,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum agile,0.54271152,1.025092466,6.271923868,0.142143345,2.05456767,1.770894632,2.21189586,2.05456767,Low,
9388,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum everetti,0.610290846,0.909816458,5.201353143,0.142143345,2.013374543,1.519829838,2.475832652,2.013374543,Low,
9389,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum proprium,0.587128343,1.050901429,5.960462029,0.142143345,2.216681771,1.748762795,2.472961609,2.216681771,Low,
9390,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum anthonyi,0.581060949,1.077282863,6.260592177,0.142143345,2.224090441,1.814055787,2.464264925,2.224090441,Low,
9391,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum kampalili,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9392,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum bicolor,0.572950253,1.028036385,5.899607539,0.142143345,2.149647608,1.720497804,2.36968395,2.149647608,Low,
9393,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum aureolimbatum,0.579873517,1.005223614,5.629594836,0.142143345,2.148330354,1.662547208,2.385459187,2.148330354,Low,
9394,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum trigonostigma,0.541653892,0.996047777,5.780542657,0.142143345,2.022355042,1.676131883,2.177805149,2.022355042,Low,
9395,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum australe,0.569888961,1.019166601,5.850452158,0.142143345,2.131318584,1.705901691,2.344147616,2.131318584,Low,
9396,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum haematostictum,0.676231773,1.135627546,6.282796303,0.142143345,2.589837505,1.86726333,3.224256746,2.589837505,Low,
9397,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum retrocinctum,0.548919733,0.963472304,5.550712045,0.142143345,2.011620074,1.615517905,2.18037265,2.011620074,Low,
9398,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum quadricolor,0.57119982,1.013685488,5.788471047,0.142143345,2.129884491,1.692389479,2.345774061,2.129884491,Low,
9399,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum hypoleucum,0.564354239,1.002819283,5.757954265,0.142143345,2.097941996,1.678730075,2.298262254,2.097941996,Low,
9400,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum nigrilore,0.591966687,1.06630987,6.04733725,0.142143345,2.247293178,1.774329763,2.517090157,2.247293178,Low,
9401,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum erythrorhynchos,0.555956427,1.011275127,6.117227654,0.142143345,2.080743233,1.737052299,2.263306371,2.080743233,Low,
9402,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum concolor,0.532278196,0.969805898,5.787177802,0.142143345,1.968200427,1.654563255,2.107828952,1.968200427,Low,
9403,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum minullum,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9404,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum pygmaeum,0.532961219,0.915955253,5.26714854,0.142143345,1.832439489,1.534448422,2.057105069,1.832439489,Low,
9405,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum nehrkorni,0.583290015,1.013685488,5.670764697,0.142143345,2.167451257,1.675658305,2.413436,2.167451257,Low,
9406,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum schistaceiceps,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9407,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum erythrothorax,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9408,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum vulneratum,0.584749723,1.024526986,5.751541446,0.142143345,2.182856993,1.696440633,2.432713218,2.182856993,Low,
9409,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum pectorale,0.575829032,0.992952407,5.560599504,0.142143345,2.123484565,1.642213044,2.350492351,2.123484565,Low,
9410,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum sanguinolentum,0.574365784,1.013685488,5.757500446,0.142143345,2.139680161,1.687987214,2.363120666,2.139680161,Low,
9411,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum wilhelminae,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9412,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum hanieli,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9413,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum cruentatum,0.502488104,0.914454275,5.596155258,0.142143345,1.826292105,1.579926913,1.924456464,1.826292105,Low,
9414,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum trochileum,0.607877165,0.909816458,5.223262572,0.142143345,2.00747384,1.522944117,2.460037743,2.00747384,Low,
9415,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum igniferum,0.573079701,1.013685488,5.77006838,0.142143345,2.135697321,1.689773662,2.356043072,2.135697321,Low,
9416,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum maugei,0.576099893,1.071736923,6.216850742,0.142143345,2.203109708,1.803080612,2.430783273,2.203109708,Low,
9417,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum celebicum,0.512851069,0.941697386,5.455677116,0.142143345,1.810544012,1.583329564,1.994457715,1.810544012,Low,
9418,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum monticolum,0.582345299,1.013685488,5.679908267,0.142143345,2.164500525,1.676958002,2.408007873,2.164500525,Low,
9419,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum ignipectus,0.526693183,0.954534209,5.959546476,0.142143345,1.936449945,1.665963394,2.067328625,1.936449945,Low,
9420,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum cambodianum,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9421,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum beccarii,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9422,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum luzoniense,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9423,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum aeneum,0.608621615,0.925416479,5.357039477,0.142143345,2.02489356,1.555342196,2.480488599,2.02489356,Low,
9424,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum eximium,0.573778195,1.000390567,5.645480936,0.142143345,2.124564937,1.66065925,2.346586816,2.124564937,Low,
9425,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum tristrami,0.591538332,1.079066916,6.165382213,0.142143345,2.258701677,1.802052786,2.527277062,2.258701677,Low,
9426,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum nitidum,0.568964583,1.013685488,5.810402534,0.142143345,2.122986779,1.695506894,2.33368046,2.122986779,Low,
9427,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum keiense,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9428,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum ignicolle,0.590499309,1.144208007,6.725,0.142143345,2.40646644,1.937480449,2.586206328,2.40646644,Low,
9429,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum hirundinaceum,0.590499309,1.144208007,9.7,0.142143345,2.534393376,2.3603569,2.586206328,2.534393376,Low,
9430,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Dicaeidae,Dicaeum,Dicaeum geelvinkianum,0.596693775,0.96102014,5.422508752,0.142143345,2.031371551,1.595191055,2.440525632,2.031371551,Low,
9431,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera crassirostris,0.652567724,1.028734007,6.012215662,0.142143345,2.404871539,1.737102759,2.90699279,2.404871539,Low,
9432,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera robusta,0.70036448,1.294737372,6.907558707,0.142143345,3.001409051,2.092562571,3.632125409,3.001409051,Low,
9433,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera longirostra,0.636496915,1.082777228,6.116028913,0.142143345,2.406408047,1.798220459,2.833785517,2.406408047,Low,
9434,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera dilutior,0.590499309,1.144208007,5.25,0.142143345,2.199462596,1.727819015,2.586206328,2.199462596,Low,
9435,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera flammifera,0.590499309,1.144208007,5.25,0.142143345,2.199462596,1.727819015,2.586206328,2.199462596,Low,
9436,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera hypogrammica,0.630868339,1.064346828,5.921852468,0.142143345,2.369702737,1.754808928,2.773407322,2.369702737,Low,
9437,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera juliae,0.650683361,1.252695132,7.214239323,0.142143345,2.751779601,2.100088965,3.115427359,2.751779601,Low,
9438,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera clarae,0.677235241,1.162006165,6.94735722,0.142143345,2.770886178,1.984355316,3.26023784,2.770886178,Low,
9439,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera chrysogenys,0.642777955,1.307335575,7.170038677,0.142143345,2.7743053,2.140679805,3.10671488,2.7743053,Low,
9440,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera magna,0.692336215,1.293239989,7.533743572,0.142143345,3.097701054,2.180286043,3.543541288,3.097701054,Low,
9441,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera flavigaster,0.67916876,1.356895018,7.752089411,0.142143345,3.094455925,2.265929341,3.473798472,3.094455925,Low,
9442,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera affinis,0.716776666,1.396796971,6.597012637,0.142143345,3.173884326,2.13597302,3.927579502,3.173884326,Low,
9443,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Arachnothera,Arachnothera modesta,0.590499309,1.144208007,5.25,0.142143345,2.199462596,1.727819015,2.586206328,2.199462596,Low,
9444,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcoparia,Chalcoparia singalensis,0.621951344,1.056512146,7.144581991,0.142143345,2.440268281,1.921890758,2.701674307,2.440268281,Low,
9445,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Deleornis,Deleornis fraseri,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
9446,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Deleornis,Deleornis axillaris,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
9447,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes reichenowi,0.592722695,0.993910465,8.487575717,0.142143345,2.325483125,2.05908511,2.44924001,2.325483125,Low,
9448,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes anchietae,0.641525735,1.092893611,8.841256409,0.142143345,2.713746875,2.194271817,2.882494142,2.713746875,Low,
9449,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes simplex,0.627513708,1.074409979,8.462951022,0.142143345,2.561991436,2.124641918,2.759072533,2.561991436,Low,
9450,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes malacensis,0.642857818,1.125986442,11.75,0.142143345,2.865911815,2.636119266,2.925991735,2.865911815,Low,
9451,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes griseigularis,0.590499309,1.144208007,11.75,0.142143345,2.564599289,2.651750757,2.586206328,2.651750757,Low,
9452,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes rhodolaemus,0.692156458,1.251936551,9.690249725,0.142143345,3.241432891,2.451386612,3.500339923,3.241432891,Low,
9453,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes gabonicus,0.708676752,1.241482959,9.871210042,0.142143345,3.344042498,2.468141233,3.674096068,3.344042498,Low,
9454,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes longuemarei,0.664073585,1.172668987,9.147569058,0.142143345,2.917646347,2.306247959,3.149511401,2.917646347,Low,
9455,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes orientalis,0.657527811,1.148670629,8.971901227,0.142143345,2.856992544,2.260690795,3.068615758,2.856992544,Low,
9456,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes neglectus,0.580020067,0.931586313,9.811544081,0.142143345,2.269370605,2.193813214,2.312652458,2.269370605,Low,
9457,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes aurantius,0.606376261,1.141432854,10.1590699,0.142143345,2.614267142,2.423229948,2.681930037,2.614267142,Low,
9458,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes seimundi,0.558940982,1.019974455,9.236317761,0.142143345,2.239066064,2.187872976,2.287244728,2.239066064,Low,
9459,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes rectirostris,0.646901844,1.089638027,9.767706467,0.142143345,2.791696566,2.323167703,2.921711724,2.791696566,Low,
9460,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes tephrolaemus,0.590499309,1.144208007,11.75,0.142143345,2.564599289,2.651750757,2.586206328,2.651750757,Low,
9461,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthreptes,Anthreptes rubritorques,0.591974316,1.122489897,10.32730356,0.142143345,2.520187222,2.430892901,2.573316007,2.520187222,Low,
9462,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Hedydipna,Hedydipna collaris,0.757,0.984642514,6.578202138,0.142143345,2.937052337,1.779729789,4.099868851,2.937052337,Low,
9463,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Hedydipna,Hedydipna platura,0.713523333,1.035372452,7.739469921,0.142143345,2.949876506,1.988315291,3.526058135,2.949876506,Low,
9464,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Hedydipna,Hedydipna metallica,0.698793366,1.010271019,7.749972932,0.142143345,2.84796685,1.968274793,3.330251017,2.84796685,Low,
9465,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Hedydipna,Hedydipna pallidigaster,0.647172594,0.942383872,6.412811178,0.142143345,2.300843007,1.719968708,2.776630824,2.300843007,Low,
9466,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anabathmis,Anabathmis reichenbachii,0.691795253,1.195034514,8.429994805,0.142143345,2.996723785,2.223435971,3.439630873,2.996723785,Low,
9467,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anabathmis,Anabathmis hartlaubii,0.637983761,1.109238504,7.222122648,0.142143345,2.556870403,1.978144304,2.871545529,2.556870403,Low,
9468,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anabathmis,Anabathmis newtonii,0.615425925,0.990121218,7.162319263,0.142143345,2.348242683,1.867458094,2.590400501,2.348242683,Low,
9469,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Dreptes,Dreptes thomensis,0.65050825,1.33902924,9.912729705,0.142143345,3.062776949,2.557723703,3.20032711,3.062776949,Low,
9470,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Anthobaphes,Anthobaphes violacea,0.605043842,1.038847827,7.273651535,0.142143345,2.356637123,1.925083681,2.570774421,2.356637123,Low,
9471,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Cyanomitra,Cyanomitra verticalis,0.637083927,1.158541972,8.401866784,0.142143345,2.690842318,2.18813239,2.913999981,2.690842318,Low,
9472,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Cyanomitra,Cyanomitra bannermani,0.635135751,1.151658816,8.62565796,0.142143345,2.738444132,2.214038055,2.892404183,2.738444132,Low,
9473,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Cyanomitra,Cyanomitra cyanolaema,0.646807838,1.193770061,8.624309397,0.142143345,2.843156925,2.249971777,3.02508997,2.843156925,Low,
9474,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Cyanomitra,Cyanomitra oritis,0.620456563,1.101552983,8.133259734,0.142143345,2.556648136,2.101063302,2.736297527,2.556648136,Low,
9475,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Cyanomitra,Cyanomitra alinae,0.640644725,1.194443247,7.692318863,0.142143345,2.743574251,2.118073022,2.97720468,2.743574251,Low,
9476,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Cyanomitra,Cyanomitra olivacea,0.575688494,1.14330608,8.472402052,0.142143345,2.40237257,2.185088297,2.500065173,2.40237257,Low,
9477,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Cyanomitra,Cyanomitra verreauxii,0.643505079,1.151626993,8.83088626,0.142143345,2.783133202,2.243182592,2.956716045,2.783133202,Low,
9478,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcomitra,Chalcomitra adelberti,0.549237073,0.919493825,7.158770048,0.142143345,2.030799318,1.806365418,2.137954883,2.030799318,Low,
9479,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcomitra,Chalcomitra fuliginosa,0.649239364,1.115375297,8.090913505,0.142143345,2.705551321,2.106901631,2.966322346,2.705551321,Low,
9480,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcomitra,Chalcomitra rubescens,0.583901266,1.114097394,8.332414053,0.142143345,2.407797652,2.140133069,2.517373151,2.407797652,Low,
9481,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcomitra,Chalcomitra amethystina,0.637157639,1.102566796,8.482291317,0.142143345,2.635214506,2.151545525,2.858584581,2.635214506,Low,
9482,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcomitra,Chalcomitra senegalensis,0.651022063,1.12158172,8.199623564,0.142143345,2.720344903,2.127678264,2.987092384,2.720344903,Low,
9483,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcomitra,Chalcomitra hunteri,0.61482897,1.189513395,8.847848891,0.142143345,2.671338382,2.27809482,2.785762651,2.671338382,Low,
9484,PASSERIFORMES,PASSERI,PASSEROID OSCINES,Nectariniidae,Chalcomitra,Chalcomitra balfouri,0.601208798,1.015481966,7.872035775,0.142143345,2.384138349,1.99009546,2.523059854,2.384138349,Low,
